S. No,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,Promotional Platforms,Others ,Designation,Year of Graduation,City,CGPA,CGPA Category,Experience with python (Months),Python Experience Level,Family Income,Expected salary (Lac),Expected Salary Category,Leadership- skills
2265,Marie,marie@xyz.com,1,Product Design & Full Stack,Attending,"Vishwakarma Institute Of Technology, Pune",Whatsapp,Whatsapp,,Students,2026,Karnal,7.5,7.1-8.0,5,Intermediate,0-2 Lakh,17,10-20LPA,no
2266,Jerry,jerry@xyz.com,1,Product Design & Full Stack,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Panipat,7.2,7.1-8.0,8,Expert,0-2 Lakh,18,10-20LPA,no
2267,Eva,eva@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Rewari,7.6,7.1-8.0,5,Intermediate,0-2 Lakh,9,5-10 LPA,yes
2268,John,john@xyz.com,1,Product Design & Full Stack,Attending,St.Francis Institute Of Technology,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Rohtak,7.3,7.1-8.0,8,Expert,0-2 Lakh,8,5-10 LPA,yes
2269,James,james@xyz.com,1,Product Design & Full Stack,Attending,New Horizon Institute Of Technology And Management ,Whatsapp,Whatsapp,,Students,2023,Sirsa,7.3,7.1-8.0,6,Intermediate,0-2 Lakh,8,5-10 LPA,no 
2270,Armando,armando@xyz.com,1,Product Design & Full Stack,Attending,Late G. N. Sapkal College Of Engineering,SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Sonipat,9.4,9.1-10,3,Beginner,0-2 Lakh,8,5-10 LPA,no 
2271,Edwin,edwin@xyz.com,1,Product Design & Full Stack,Attending,"Symbiosis Institute Of Technology, Pune",Whatsapp | Friend/ Classmate,Whatsapp ,,Students,2025,Chamba,6.6,6.0 - 7.0,8,Expert,0-2 Lakh,8,5-10 LPA,yes
2272,George,george@xyz.com,1,Product Design & Full Stack,Attending,"Mit Academy Of Engineering ,Alandi",Whatsapp,Whatsapp,,Students,2024,Kangra,6.6,6.0 - 7.0,6,Intermediate,0-2 Lakh,8,5-10 LPA,yes
2273,Luis,luis@xyz.com,1,Product Design & Full Stack,Attending,A. C. Patil College Of Engineering,Whatsapp,Whatsapp,,Students,2026,Hamirpur,8.5,8.1-9.0,8,Expert,0-2 Lakh,9,5-10 LPA,no
2274,Jennifer,jennifer@xyz.com,1,Product Design & Full Stack,Attending,Wilson College ,SPOC/ College Professor,SPOC/ College Professor,,Students,2024,kullu,7.7,7.1-8.0,3,Beginner,0-2 Lakh,9,5-10 LPA,no
2275,Timothy,timothy@xyz.com,1,Product Design & Full Stack,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2023,Mandi,8.1,8.1-9.0,8,Expert,0-2 Lakh,17,10-20LPA,no
2276,Louise,louise@xyz.com,1,Product Design & Full Stack,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,Youtube,Youtube,,Students,2025,Shimla,7.9,7.1-8.0,8,Expert,0-2 Lakh,13,10-20LPA,yes
2277,Flossie,flossie@xyz.com,1,Product Design & Full Stack,Attending,"Thakur Institute Of Management Studies, Career Development & Research - [Timscdr]",Whatsapp,Whatsapp,,Students,2023,Una,7.1,7.1-8.0,8,Expert,0-2 Lakh,11,10-20LPA,no
2278,Stanley,stanley@xyz.com,1,Product Design & Full Stack,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Anantnag,8.3,8.1-9.0,3,Beginner,0-2 Lakh,15,10-20LPA,no
2279,Karen,karen@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",Telegram,Telegram,,Students,2024,Baramula,7.7,7.1-8.0,6,Intermediate,0-2 Lakh,19,10-20LPA,no
2280,Barbara,barbara@xyz.com,1,Product Design & Full Stack,Attending,"Vidyalankar Institute Of Technology, Mumbai",Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2026,Doda,8,7.1-8.0,8,Expert,0-2 Lakh,18,10-20LPA,no
2281,James,james@xyz.com,1,Product Design & Full Stack,Attending,Silicon Institute Of Technology,SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Jammu,9.4,9.1-10,5,Intermediate,0-2 Lakh,23,20-40LPA,yes
2282,Michael,michael@xyz.com,1,Product Design & Full Stack,Attending,Adhiyamaan College Of Engineering,Whatsapp,Whatsapp,,Students,2025,Punch,6.8,6.0 - 7.0,8,Expert,0-2 Lakh,8,5-10 LPA,yes
2283,William,william@xyz.com,1,Product Design & Full Stack,Attending,Pillai College Of Engineering New Panvel,LinkedIn | Whatsapp | Cloud Counselage Website | Friend/ Classmate,LinkedIn ,,Students,2024,Srinagar,7.9,7.1-8.0,5,Intermediate,0-2 Lakh,7,5-10 LPA,no 
2284,Wallace,wallace@xyz.com,1,Product Design & Full Stack,Attending,"Vidyalankar Institute Of Technology, Mumbai",SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Badmi,6.9,6.0 - 7.0,8,Expert,0-2 Lakh,19,10-20LPA,yes
2285,Warren,warren@xyz.com,1,Product Design & Full Stack,Attending,Government Polytechnic Gandhinagar,Youtube,Youtube,,Students,2025,Belgavi,7.2,7.1-8.0,8,Expert,0-2 Lakh,6,5-10 LPA,no
2286,Anna,anna@xyz.com,1,Product Design & Full Stack,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",Cloud Counselage Website,Cloud Counselage Website,,Students,2023,Kolar,9.6,9.1-10,3,Beginner,0-2 Lakh,15,10-20LPA,no
2287,Daniel,daniel@xyz.com,1,Product Design & Full Stack,Attending,Government Polytechnic Gandhinagar,Whatsapp,Whatsapp,,Students,2024,Kochi,7.9,7.1-8.0,5,Intermediate,0-2 Lakh,19,10-20LPA,no
2288,Bryan,bryan@xyz.com,1,Product Design & Full Stack,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",LinkedIn | SPOC/ College Professor,LinkedIn ,,Students,2024,Kollam,9.3,9.1-10,5,Intermediate,0-2 Lakh,13,10-20LPA,no
2289,Alvaro,alvaro@xyz.com,1,Product Design & Full Stack,Attending,"Vishwakarma Institute Of Technology, Pune",Whatsapp,Whatsapp,,Students,2026,Thrissur,9.6,9.1-10,8,Expert,0-2 Lakh,18,10-20LPA,yes
2290,Kenneth,kenneth@xyz.com,1,Product Design & Full Stack,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",Instagram | LinkedIn,Instagram ,,Students,2023,Bhopal,9.1,9.1-10,6,Intermediate,0-2 Lakh,27,20-40LPA,yes
2291,Douglas,douglas@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",Youtube | Instagram | Whatsapp | Telegram | Twitter,Youtube ,,Students,2023,Dhar,7.3,7.1-8.0,3,Beginner,0-2 Lakh,10,5-10 LPA,no 
2292,Kathleen,kathleen@xyz.com,1,Product Design & Full Stack,Attending,St.Francis Institute Of Technology,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Indore,7.5,7.1-8.0,6,Intermediate,0-2 Lakh,10,5-10 LPA,no 
2293,Betty,betty@xyz.com,1,Product Design & Full Stack,Attending,Late G. N. Sapkal College Of Engineering,Whatsapp,Whatsapp,,Students,2025,Gwalior,8,7.1-8.0,3,Beginner,0-2 Lakh,15,10-20LPA,yes
2294,Pamela,pamela@xyz.com,1,Product Design & Full Stack,Attending,"Symbiosis Institute Of Technology, Pune",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Narwar,7.2,7.1-8.0,3,Beginner,0-2 Lakh,12,10-20LPA,no
2295,Tony,tony@xyz.com,1,Product Design & Full Stack,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Whatsapp,Whatsapp,,Students,2024,Ujjain,7.1,7.1-8.0,6,Intermediate,0-2 Lakh,9,5-10 LPA,no
2296,Christy,christy@xyz.com,1,Product Design & Full Stack,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,Whatsapp,Whatsapp,,Students,2024,Vidisha,9.5,9.1-10,6,Intermediate,0-2 Lakh,27,20-40LPA,no
2297,Donald,donald@xyz.com,1,Product Design & Full Stack,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Akola,9.2,9.1-10,8,Expert,0-2 Lakh,19,10-20LPA,no
2298,Angela,angela@xyz.com,1,Product Design & Full Stack,Attending,G H Raisoni Institut Of Engineering And Technology Pune,Youtube | Facebook | Instagram | Whatsapp | Email | Friend/ Classmate,Youtube ,,Students,2023,Aurangabad,7.9,7.1-8.0,8,Expert,0-2 Lakh,21,20-40LPA,no
2299,Sharon,sharon@xyz.com,1,Product Design & Full Stack,Attending,Government Polytechnic Gandhinagar,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Bhandara,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,5,5-10 LPA,no
2300,Victoria,victoria@xyz.com,1,Product Design & Full Stack,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",Instagram | Email,Instagram ,,Students,2024,Bhsawal,7.3,7.1-8.0,8,Expert,0-2 Lakh,16,10-20LPA,yes
2301,Adam,adam@xyz.com,1,Product Design & Full Stack,Attending,D Y Patil Institute Of Mca And Management Akurdi Pune,SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Bid,7.8,7.1-8.0,3,Beginner,0-2 Lakh,21,20-40LPA,yes
2302,Juan,juan@xyz.com,1,Product Design & Full Stack,Attending,Don Bosco College Of Engineering Fatorda Goa,Whatsapp,Whatsapp,,Students,2023,Dhule,6.9,6.0 - 7.0,8,Expert,0-2 Lakh,7,5-10 LPA,no 
2303,Lindsay,lindsay@xyz.com,1,Product Design & Full Stack,Attending,Pillai College Of Engineering New Panvel,SPOC/ College Professor,SPOC/ College Professor,,Students,2026,Jalgaon,8.4,8.1-9.0,6,Intermediate,0-2 Lakh,20,10-20LPA,yes
2304,Chris,chris@xyz.com,1,Product Design & Full Stack,Attending,St Xavier'S College ,Whatsapp,Whatsapp,,Students,2023,Kalyan,6.7,6.0 - 7.0,8,Expert,0-2 Lakh,9,5-10 LPA,yes
2305,Martha,martha@xyz.com,1,Product Design & Full Stack,Attending,"Vidyalankar Institute Of Technology, Mumbai",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Thane,9.2,9.1-10,3,Beginner,0-2 Lakh,13,10-20LPA,no
2306,Brian,brian@xyz.com,1,Product Design & Full Stack,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",Whatsapp,Whatsapp,,Students,2025,Nanded,7.6,7.1-8.0,5,Intermediate,0-2 Lakh,21,20-40LPA,no
2307,Blanche,blanche@xyz.com,1,Product Design & Full Stack,Attending,"Vishwakarma Institute Of Technology, Pune",SPOC/ College Professor,SPOC/ College Professor,,Students,2026,Kolhapur,9.3,9.1-10,5,Intermediate,0-2 Lakh,8,5-10 LPA,no
2308,Catherine,catherine@xyz.com,1,Product Design & Full Stack,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",Whatsapp | Friend/ Classmate,Whatsapp ,,Students,2023,Karli,6.4,6.0 - 7.0,5,Intermediate,0-2 Lakh,9,5-10 LPA,no
2309,Julia,julia@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",Whatsapp,Whatsapp,,Students,2024,Matheran,8.4,8.1-9.0,8,Expert,0-2 Lakh,8,5-10 LPA,no
2310,Jonathan,jonathan@xyz.com,1,Product Design & Full Stack,Attending,St.Francis Institute Of Technology,Whatsapp,Whatsapp,,Students,2025,Nashik,6.6,6.0 - 7.0,8,Expert,0-2 Lakh,7,5-10 LPA,no
2311,Maxine,maxine@xyz.com,1,Product Design & Full Stack,Attending,Late G. N. Sapkal College Of Engineering,LinkedIn,LinkedIn,,Students,2024,Solapur,8.7,8.1-9.0,8,Expert,0-2 Lakh,21,20-40LPA,yes
2312,Phillip,phillip@xyz.com,1,Product Design & Full Stack,Attending,"Symbiosis Institute Of Technology, Pune",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Satara,7.2,7.1-8.0,8,Expert,0-2 Lakh,30,20-40LPA,no 
2313,Stephanie,stephanie@xyz.com,1,Product Design & Full Stack,Attending,"Mit Academy Of Engineering ,Alandi",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Sangli,7.1,7.1-8.0,8,Expert,0-2 Lakh,24,20-40LPA,no 
2314,Benjamin,benjamin@xyz.com,1,Product Design & Full Stack,Attending,Wilson College ,Whatsapp,Whatsapp,,Students,2023,Wardha,8.5,8.1-9.0,3,Beginner,0-2 Lakh,19,10-20LPA,yes
2315,Donna,donna@xyz.com,1,Product Design & Full Stack,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Email,Email,,Students,2026,Ulhasnagar,8.5,8.1-9.0,8,Expert,0-2 Lakh,21,20-40LPA,no
2316,Leona,leona@xyz.com,1,Product Design & Full Stack,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,Whatsapp,Whatsapp,,Students,2025,Vasai,9.1,9.1-10,5,Intermediate,0-2 Lakh,17,10-20LPA,no
2317,Stephen,stephen@xyz.com,1,Product Design & Full Stack,Attending,"Thakur Institute Of Management Studies, Career Development & Research - [Timscdr]",Whatsapp,Whatsapp,,Students,2024,Shillong,9.7,9.1-10,5,Intermediate,0-2 Lakh,18,10-20LPA,no
2318,Sarah,sarah@xyz.com,1,Product Design & Full Stack,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,Whatsapp,Whatsapp,,Students,2024,Puri,8.7,8.1-9.0,3,Beginner,0-2 Lakh,9,5-10 LPA,yes
2319,Rachel,rachel@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",Whatsapp,Whatsapp,,Students,2023,konark,6.5,6.0 - 7.0,6,Intermediate,0-2 Lakh,8,5-10 LPA,no
2320,Thomas,thomas@xyz.com,1,Product Design & Full Stack,Attending,"Vidyalankar Institute Of Technology, Mumbai",Whatsapp,Whatsapp,,Students,2025,Cuttack,8.8,8.1-9.0,6,Intermediate,0-2 Lakh,8,5-10 LPA,no
2321,Anna,anna@xyz.com,1,Product Design & Full Stack,Attending,Adhiyamaan College Of Engineering,Whatsapp,Whatsapp,,Students,2024,Amritsar,6.5,6.0 - 7.0,8,Expert,0-2 Lakh,6,5-10 LPA,no
2322,Leonard,leonard@xyz.com,1,Product Design & Full Stack,Attending,Pillai College Of Engineering New Panvel,Others,Others,College,Students,2024,Sangrur,9.1,9.1-10,8,Expert,0-2 Lakh,19,10-20LPA,yes
2323,Helen,helen@xyz.com,1,Product Design & Full Stack,Attending,St Xavier'S College ,SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Ajmer,9.2,9.1-10,3,Beginner,0-2 Lakh,8,5-10 LPA,no 
2324,Marianne,marianne@xyz.com,1,Product Design & Full Stack,Attending,"Vidyalankar Institute Of Technology, Mumbai",Others,Others,College,Students,2023,Amer,7.3,7.1-8.0,8,Expert,0-2 Lakh,5,5-10 LPA,no 
2325,Nancy,nancy@xyz.com,1,Product Design & Full Stack,Attending,G H Raisoni Institut Of Engineering And Technology Pune,Whatsapp,Whatsapp,,Students,2025,Bikaner,7.1,7.1-8.0,6,Intermediate,0-2 Lakh,6,5-10 LPA,yes
2326,Corey,corey@xyz.com,1,Product Design & Full Stack,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",SPOC/ College Professor,SPOC/ College Professor,,Students,2026,Jalor,9.2,9.1-10,6,Intermediate,0-2 Lakh,26,20-40LPA,no
2327,Bonnie,bonnie@xyz.com,1,Product Design & Full Stack,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Jodhpur,9.3,9.1-10,6,Intermediate,0-2 Lakh,26,20-40LPA,yes
2328,Cesar,cesar@xyz.com,1,Product Design & Full Stack,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Sikar,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,11,10-20LPA,no
2329,Joan,joan@xyz.com,1,Product Design & Full Stack,Attending,"Vishwakarma Institute Of Technology, Pune",Youtube | Whatsapp | Friend/ Classmate,Youtube ,,Students,2025,Gangtok,7.4,7.1-8.0,6,Intermediate,0-2 Lakh,20,10-20LPA,no
2330,Nancy,nancy@xyz.com,1,Product Design & Full Stack,Attending,"Kle Society'S College Of Bca, Rls Institute, Belagavi",Telegram,Telegram,,Students,2024,Hyderbad,8.3,8.1-9.0,8,Expert,0-2 Lakh,5,5-10 LPA,no
2331,George,george@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2023,Nizambad,7.4,7.1-8.0,6,Intermediate,0-2 Lakh,7,5-10 LPA,yes
2332,Ken,ken@xyz.com,1,Product Design & Full Stack,Attending,St.Francis Institute Of Technology,Friend/ Classmate,Friend/ Classmate,,Students,2026,Agartala,6.7,6.0 - 7.0,3,Beginner,0-2 Lakh,9,5-10 LPA,yes
2333,Howard,howard@xyz.com,1,Product Design & Full Stack,Attending,New Horizon Institute Of Technology And Management ,Email,Email,,Students,2024,Agra,7.3,7.1-8.0,3,Beginner,0-2 Lakh,5,5-10 LPA,no 
2334,Laura,laura@xyz.com,1,Product Design & Full Stack,Attending,"Mit Academy Of Engineering ,Alandi",Whatsapp,Whatsapp,,Students,2025,Ghazipur,7.2,7.1-8.0,5,Intermediate,0-2 Lakh,13,10-20LPA,yes
2335,Sharon,sharon@xyz.com,1,Product Design & Full Stack,Attending,A. C. Patil College Of Engineering,Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Ghaziabad,7.1,7.1-8.0,3,Beginner,0-2 Lakh,15,10-20LPA,no
2336,Joan,joan@xyz.com,1,Product Design & Full Stack,Attending,Wilson College ,Whatsapp,Whatsapp,,Students,2023,Gonda,8.7,8.1-9.0,5,Intermediate,0-2 Lakh,14,10-20LPA,no
2337,Jonathan,jonathan@xyz.com,1,Product Design & Full Stack,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Whatsapp,Whatsapp,,Students,2024,Gorakhpur,8.7,8.1-9.0,6,Intermediate,0-2 Lakh,12,10-20LPA,no
2338,Terrance,terrance@xyz.com,1,Product Design & Full Stack,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,Telegram | Friend/ Classmate,Telegram ,,Students,2023,Hamirpur,8.2,8.1-9.0,3,Beginner,0-2 Lakh,5,5-10 LPA,yes
2339,Samuel,samuel@xyz.com,1,Product Design & Full Stack,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Whatsapp,Whatsapp,,Students,2026,Deoria,6.8,6.0 - 7.0,8,Expert,0-2 Lakh,20,10-20LPA,no
2340,Cynthia,cynthia@xyz.com,1,Product Design & Full Stack,Attending,Government Polytechnic Gandhinagar,Whatsapp,Whatsapp,,Students,2025,Jhansi,8.5,8.1-9.0,8,Expert,0-2 Lakh,14,10-20LPA,no
2341,Daniel,daniel@xyz.com,1,Product Design & Full Stack,Attending,"B. K. Birla College Of Arts, Science & Commerce (Autonomous), Kalyan",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Kanpur,9.1,9.1-10,3,Beginner,0-2 Lakh,16,10-20LPA,no
2342,Patricia,patricia@xyz.com,1,Product Design & Full Stack,Attending,"Vishwakarma Institute Of Technology, Pune",Whatsapp,Whatsapp,,Students,2023,Lucknow,9.5,9.1-10,6,Intermediate,0-2 Lakh,16,10-20LPA,no
2343,Carol,carol@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2023,Mainpuri,6.7,6.0 - 7.0,5,Intermediate,0-2 Lakh,9,5-10 LPA,yes
2344,Teresa,teresa@xyz.com,1,Product Design & Full Stack,Attending,St.Francis Institute Of Technology,Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2024,Varanasi,8.2,8.1-9.0,6,Intermediate,0-2 Lakh,7,5-10 LPA,no 
2345,Erika,erika@xyz.com,1,Product Design & Full Stack,Attending,New Horizon Institute Of Technology And Management ,Whatsapp,Whatsapp,,Students,2026,Almora,6.5,6.0 - 7.0,8,Expert,0-2 Lakh,8,5-10 LPA,no 
2346,Mary,mary@xyz.com,1,Product Design & Full Stack,Attending,Late G. N. Sapkal College Of Engineering,Whatsapp | SPOC/ College Professor,Whatsapp ,,Students,2023,Alipore,8.7,8.1-9.0,6,Intermediate,0-2 Lakh,6,5-10 LPA,yes
2347,Clyde,clyde@xyz.com,1,Product Design & Full Stack,Attending,"Mit Academy Of Engineering ,Alandi",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Durgapur,8.9,8.1-9.0,5,Intermediate,0-2 Lakh,21,20-40LPA,no
2348,Ezekiel,ezekiel@xyz.com,1,Product Design & Full Stack,Attending,A. C. Patil College Of Engineering,Friend/ Classmate,Friend/ Classmate,,Students,2024,Hugli,7.4,7.1-8.0,5,Intermediate,7 Lakh+,5,5-10 LPA,no
2349,Ryan,ryan@xyz.com,1,Product Design & Full Stack,Attending,Wilson College ,SPOC/ College Professor,SPOC/ College Professor,,Students,2024,Kolkata,7.3,7.1-8.0,5,Intermediate,0-2 Lakh,21,20-40LPA,no
2350,Jose,jose@xyz.com,1,Product Design & Full Stack,Attending,"Ld College Of Engineering, Ahmedabad, Gujarat ",Whatsapp,Whatsapp,,Students,2023,Malda,8.6,8.1-9.0,6,Intermediate,0-2 Lakh,23,20-40LPA,yes
2351,Edwin,edwin@xyz.com,1,Product Design & Full Stack,Attending,Dkte Society'S Textile And Engineering Institute Ichalkaranji,Email,Email,,Students,2023,Palashi,9.2,9.1-10,8,Expert,0-2 Lakh,29,20-40LPA,no
2352,John,john@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",SPOC/ College Professor,SPOC/ College Professor,,Students,2025,Santipur,7.8,7.1-8.0,5,Intermediate,0-2 Lakh,7,5-10 LPA,no
2353,John,john@xyz.com,1,Product Design & Full Stack,Attending,"Vidyalankar Institute Of Technology, Mumbai",Whatsapp | Others,Whatsapp ,College,Students,2026,Siliguri,7.9,7.1-8.0,5,Intermediate,0-2 Lakh,5,5-10 LPA,no
2354,Gladys,gladys@xyz.com,1,Product Design & Full Stack,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,Whatsapp,Whatsapp,,Students,2025,Silguri,9.9,9.1-10,5,Intermediate,0-2 Lakh,8,5-10 LPA,no
2355,Ahmad,ahmad@xyz.com,1,Product Design & Full Stack,Attending,Silicon Institute Of Technology,Whatsapp,Whatsapp,,Students,2024,Siuri,8.1,8.1-9.0,6,Intermediate,0-2 Lakh,19,10-20LPA,no
2356,John,john@xyz.com,1,Product Design & Full Stack,Attending,Adhiyamaan College Of Engineering,Cloud Counselage Website,Cloud Counselage Website,,Students,2024,Talmuk,9.5,9.1-10,6,Intermediate,0-2 Lakh,18,10-20LPA,yes
2357,Ruth,ruth@xyz.com,1,Product Design & Full Stack,Attending,St Xavier'S College ,Whatsapp,Whatsapp,,Students,2025,Titagrah,9.6,9.1-10,3,Beginner,2-5 Lakh,8,5-10 LPA,no 
2358,Tammy,tammy@xyz.com,1,Product Design & Full Stack,Attending,Lokmanya Tilak College Of Engineering Koparkhairane Navi Mumbai,Whatsapp,Whatsapp,,Students,2025,Sagar,9.1,9.1-10,6,Intermediate,0-2 Lakh,19,10-20LPA,yes
2359,Christopher,christopher@xyz.com,1,Product Design & Full Stack,Attending,"Priyadarshini College Of Engineering, Nagpur ",Whatsapp,Whatsapp,,Students,2026,Satna,7.2,7.1-8.0,6,Intermediate,0-2 Lakh,17,10-20LPA,no
2360,Karen,karen@xyz.com,1,Product Design & Full Stack,Attending,"Vidyalankar Institute Of Technology, Mumbai",Whatsapp,Whatsapp,,Students,2024,Ujjain,9.5,9.1-10,8,Expert,5-7 Lakh,13,10-20LPA,no
2361,Deborah,deborah@xyz.com,1,Product Design & Full Stack,Attending,Chhattisgarh Swami Vivekananda Technical University Teaching Department Bhilai,SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Vidisha,6.8,6.0 - 7.0,6,Intermediate,0-2 Lakh,11,10-20LPA,no
2362,Frank,frank@xyz.com,1,Product Design & Full Stack,Attending,Silicon Institute Of Technology,SPOC/ College Professor,SPOC/ College Professor,,Students,2023,Akola,8.4,8.1-9.0,6,Intermediate,0-2 Lakh,15,10-20LPA,yes
